pl_name,hostname,sys_name,discoverymethod,disc_year,pl_rade,pl_bmasse,sy_dist,disc_facility
HAT-P-5 b,HAT-P-5,HAT-P-5,Transit,2007,13.563,311.4734,303.336,HATNet
HAT-P-50 b,HAT-P-50,HAT-P-50,Transit,2015,14.437,429.0705,515.458,HATNet
HAT-P-51 b,HAT-P-51,HAT-P-51,Transit,2015,14.493,98.20947,440.089,HATNet
HAT-P-52 b,HAT-P-52,HAT-P-52,Transit,2015,11.31,259.98494,361.155,HATNet
HAT-P-53 b,HAT-P-53,HAT-P-53,Transit,2015,14.773,471.65972,666.802,HATNet
HAT-P-54 b,HAT-P-54,HAT-P-54,Transit,2015,10.581,241.5508,143.651,HATNet
HAT-P-55 b,HAT-P-55,HAT-P-55,Transit,2015,13.249,184.97706,511.388,HATNet
HAT-P-56 b,HAT-P-56,HAT-P-56,Transit,2015,16.926,734.1873,320.639,HATNet
HAT-P-58 b,HAT-P-58,HAT-P-58,Transit,2021,14.93,118.23217,515.59,HATNet
HAT-P-59 b,HAT-P-59,HAT-P-59,Transit,2021,12.588,489.45575,265.471,HATNet
HAT-P-6 b,HAT-P-6,HAT-P-6,Transit,2007,16.589,419.5356,275.358,HATNet
HAT-P-60 b,HAT-P-60,HAT-P-60,Transit,2021,18.282,182.43351,233.22,HATNet
HAT-P-61 b,HAT-P-61,HAT-P-61,Transit,2021,10.077,335.94463,338.84,HATNet
HAT-P-62 b,HAT-P-62,HAT-P-62,Transit,2021,12.027,241.86742,348.815,HATNet
HAT-P-63 b,HAT-P-63,HAT-P-63,Transit,2021,12.543,195.14664,4483.05,HATNet
HAT-P-64 b,HAT-P-64,HAT-P-64,Transit,2021,19.089,184.34048,651.897,HATNet
HAT-P-65 b,HAT-P-65,HAT-P-65,Transit,2016,21.185,167.49641,738.519,HATNet
HAT-P-66 b,HAT-P-66,HAT-P-66,Transit,2016,17.822,248.86089,935.456,HATNet
HAT-P-68 b,HAT-P-68,HAT-P-68,Transit,2020,12.016,230.10892,202.152,HATNet
HAT-P-69 b,HAT-P-69,HAT-P-69,Transit,2019,18.786,1137.8314,341.263,HATNet
HAT-P-70 b,HAT-P-70,HAT-P-70,Transit,2019,20.961,2154.8874,330.739,HATNet
HAT-P-9 b,HAT-P-9,HAT-P-9,Transit,2008,15.614,238.05467,455.203,HATNet
HATS-1 b,HATS-1,HATS-1,Transit,2012,14.594,589.55,283.971,HATSouth
HATS-10 b,HATS-10,HATS-10,Transit,2015,10.862,167.17858,534.889,HATSouth
HATS-11 b,HATS-11,HATS-11,Transit,2016,18.03,263.7989,944.603,HATSouth
HATS-12 b,HATS-12,HATS-12,Transit,2016,7.76,759.6137,746.138,HATSouth
HATS-13 b,HATS-13,HATS-13,Transit,2015,13.585,172.58169,421.855,HATSouth
HATS-14 b,HATS-14,HATS-14,Transit,2015,11.646,340.39593,513.011,HATSouth
HATS-15 b,HATS-15,HATS-15,Transit,2016,12.386,689.6911,1139.55,HATSouth
HATS-16 b,HATS-16,HATS-16,Transit,2016,14.572,1039.3041,757.044,HATSouth
HATS-17 b,HATS-17,HATS-17,Transit,2016,8.709,425.25654,400.331,HATSouth
HATS-18 b,HATS-18,HATS-18,Transit,2016,14.897,629.14449,624.368,Multiple Observatories
HATS-2 b,HATS-2,HATS-2,Transit,2013,13.092,427.463,341.925,HATSouth
HATS-22 b,HATS-22,HATS-22,Transit,2017,10.682,870.8542,229.518,HATSouth
HATS-23 b,HATS-23,HATS-23,Transit,2017,20.849,467.2101,639.004,HATSouth
HATS-24 b,HATS-24,HATS-24,Transit,2017,15.637,718.2958,494.182,HATSouth
HATS-25 b,HATS-25,HATS-25,Transit,2016,14.123,194.82979,471.158,HATSouth
HATS-26 b,HATS-26,HATS-26,Transit,2016,19.616,206.5895,861.843,HATSouth
HATS-27 b,HATS-27,HATS-27,Transit,2016,16.814,168.4499,816.988,HATSouth
HATS-28 b,HATS-28,HATS-28,Transit,2016,13.384,213.58176,535.383,HATSouth
HATS-29 b,HATS-29,HATS-29,Transit,2016,14.022,207.54299,353.891,HATSouth
HATS-3 b,HATS-3,HATS-3,Transit,2013,15.48,340.382,411.211,HATSouth
HATS-31 b,HATS-31,HATS-31,Transit,2016,18.383,279.6904,773.974,HATSouth
HATS-32 b,HATS-32,HATS-32,Transit,2016,14,292.4036,745.116,HATSouth
HATS-33 b,HATS-33,HATS-33,Transit,2016,13.787,378.85336,248.46,HATSouth
HATS-34 b,HATS-34,HATS-34,Transit,2016,16.029,299.07803,508.842,HATSouth
HATS-35 b,HATS-35,HATS-35,Transit,2016,16.41,388.38826,514.555,HATSouth
HATS-36 b,HATS-36,HATS-36,Transit,2018,12.92,1022.14128,856.436,HATSouth
HATS-38 b,HATS-38,HATS-38,Transit,2020,6.882,23.51942,343.525,HATSouth
HATS-39 b,HATS-39,HATS-39,Transit,2018,17.598,200.2329,878.521,HATSouth
HATS-4 b,HATS-4,HATS-4,Transit,2014,11.433,420.471,416.459,HATSouth
HATS-40 b,HATS-40,HATS-40,Transit,2018,17.71,505.3497,1342.29,HATSouth
HATS-41 b,HATS-41,HATS-41,Transit,2018,14.908,3082.951,737.668,HATSouth
HATS-42 b,HATS-42,HATS-42,Transit,2018,15.693,597.5204,800.377,HATSouth
HATS-43 b,HATS-43,HATS-43,Transit,2018,13.227,82.95363,362.273,HATSouth
HATS-44 b,HATS-44,HATS-44,Transit,2018,11.96,177.9848,446.035,HATSouth
HATS-45 b,HATS-45,HATS-45,Transit,2018,14.415,222.481,772.11,HATSouth
HATS-46 b,HATS-46,HATS-46,Transit,2018,10.122,54.98459,453.808,HATSouth
HATS-47 b,HATS-47,HATS-47,Transit,2020,12.52,117.27927,300.67,HATSouth
HATS-49 b,HATS-49,HATS-49,Transit,2020,8.575,112.19399,324.413,HATSouth
HATS-5 b,HATS-5,HATS-5,Transit,2014,10.223,75.323,246.384,HATSouth
HATS-50 b,HATS-50,HATS-50,Transit,2017,12.666,123.9537,756.742,HATSouth
HATS-51 b,HATS-51,HATS-51,Transit,2017,15.805,244.09344,389.57,HATSouth
HATS-52 b,HATS-52,HATS-52,Transit,2017,15.491,711.9392,555.134,HATSouth
HATS-53 b,HATS-53,HATS-53,Transit,2017,15.02,189.10885,585.77,HATSouth
HATS-54 b,HATS-54,HATS-54,Transit,2019,11.377,239.32479,748.585,HATSouth
HATS-55 b,HATS-55,HATS-55,Transit,2019,14.022,292.72143,609.838,HATSouth
HATS-56 b,HATS-56,HATS-56,Transit,2019,18.921,191.33366,564.409,HATSouth
HATS-57 b,HATS-57,HATS-57,Transit,2019,12.767,1000.21101,279.485,HATSouth
HATS-6 b,HATS-6,HATS-6,Transit,2015,11.187,101.38777,169.318,HATSouth
HATS-60 b,HATS-60,HATS-60,Transit,2018,12.924,210.40346,486.474,HATSouth
HATS-61 b,HATS-61,HATS-61,Transit,2018,13.395,1080.622,679.761,HATSouth
HATS-62 b,HATS-62,HATS-62,Transit,2018,11.825,56.89157,523.067,HATSouth
HATS-63 b,HATS-63,HATS-63,Transit,2018,13.529,305.1168,623.232,HATSouth
HATS-64 b,HATS-64,HATS-64,Transit,2018,18.82,305.1168,1080.15,HATSouth
HATS-66 b,HATS-66,HATS-66,Transit,2018,15.816,1694.0339,1477.98,HATSouth
HATS-67 b,HATS-67,HATS-67,Transit,2018,18.887,460.8535,960.109,HATSouth
HATS-68 b,HATS-68,HATS-68,Transit,2018,13.809,410.0007,603.955,HATSouth
HATS-69 b,HATS-69,HATS-69,Transit,2018,10.593,183.38791,414.537,HATSouth
HATS-7 b,HATS-7,HATS-7,Transit,2015,6.311,38.1396,240.707,HATSouth
HATS-70 b,HATS-70,HATS-70,Transit,2019,15.513,4100.007,1458.83,HATSouth
HATS-71 b,HATS-71,HATS-71,Transit,2020,11.478,117.5971,140.225,HATSouth
HATS-72 b,HATS-72,HATS-72,Transit,2020,8.097,39.85588,127.589,HATSouth
HATS-75 b,HATS-75,HATS-75,Transit,2021,9.909,156.05375,194.964,HATSouth
HATS-76 b,HATS-76,HATS-76,Transit,2021,12.094,835.57088,385.689,HATSouth
HATS-77 b,HATS-77,HATS-77,Transit,2021,13.058,436.69623,436.176,HATSouth
HATS-8 b,HATS-8,HATS-8,Transit,2015,9.785,43.86054,794.637,HATSouth
HATS-9 b,HATS-9,HATS-9,Transit,2015,13.85,266.02371,638.7,HATSouth
HD 100546 b,HD 100546,HD 100546,Imaging,2014,77.342,239000,109.677,Paranal Observatory
HD 100777 b,HD 100777,HD 100777,Radial Velocity,2007,13.8,327.3649,49.5336,La Silla Observatory
HD 102117 b,HD 102117,HD 102117,Radial Velocity,2005,8.47,54.0311,39.5792,La Silla Observatory
HD 102195 b,HD 102195,HD 102195,Radial Velocity,2006,14.2,130.3103,29.3386,Kitt Peak National Observatory
HD 102272 b,HD 102272,HD 102272,Radial Velocity,2008,12.9,1570.0802,347.097,McDonald Observatory
HD 102843 b,HD 102843,HD 102843,Radial Velocity,2019,13.1,113.9,62.758,Las Campanas Observatory
HD 103197 b,HD 103197,HD 103197,Radial Velocity,2009,5.83,28.6047,57.1463,La Silla Observatory
HD 103720 b,HD 103720,HD 103720,Radial Velocity,2014,14.1,197.046,45.5352,La Silla Observatory
HD 103891 b,HD 103891,HD 103891,Radial Velocity,2022,13.6,457.67291,55.5213,La Silla Observatory
HD 103949 b,HD 103949,HD 103949,Radial Velocity,2019,3.35,11.2,26.4997,Las Campanas Observatory
HD 104067 b,HD 104067,HD 104067,Radial Velocity,2009,8.18,50.8528,20.3632,La Silla Observatory
HD 10442 b,HD 10442,HD 10442,Radial Velocity,2014,13.6,472.61321,135.374,W. M. Keck Observatory
HD 104985 b,HD 104985,HD 104985,Radial Velocity,2003,12.6,2637.9,100.576,Okayama Astrophysical Observatory
HD 105779 b,HD 105779,HD 105779,Radial Velocity,2022,14.1,203.41018,55.2411,La Silla Observatory
HD 106252 b,HD 106252,HD 106252,Radial Velocity,2002,12.5,3178.28407,38.185,Lick Observatory
HD 106270 b,HD 106270,HD 106270,Radial Velocity,2011,12.5,3219.6179,93.808,W. M. Keck Observatory
HD 10647 b,HD 10647,HD 10647,Radial Velocity,2006,13.8,298.75,17.3357,W. M. Keck Observatory
HD 106906 b,HD 106906,HD 106906,Imaging,2013,12.4,3496,103.029,Las Campanas Observatory
HD 10697 b,HD 10697,HD 10697,Radial Velocity,1999,12.8,1914.58848,33.1205,W. M. Keck Observatory
HD 108147 b,HD 108147,HD 108147,Radial Velocity,2002,10.9,82.95,38.92,La Silla Observatory
HD 108863 b,HD 108863,HD 108863,Radial Velocity,2011,13.3,767.24162,164.742,W. M. Keck Observatory
HD 109246 b,HD 109246,HD 109246,Radial Velocity,2010,13.9,273.3338,67.8349,Haute-Provence Observatory
HD 109286 b,HD 109286,HD 109286,Radial Velocity,2021,13.2,950.30694,55.4156,Haute-Provence Observatory
HD 10975 b,HD 10975,HD 10975,Radial Velocity,2021,14.3,143.02278,116.506,Okayama Astrophysical Observatory
HD 109988 b,HD 109988,HD 109988,Radial Velocity,2022,12.1,6725.39378,42.5279,Multiple Observatories
HD 110014 b,HD 110014,HD 110014,Radial Velocity,2009,12.4,3524.59,100.758,La Silla Observatory
HD 110537 b,HD 110537,HD 110537,Radial Velocity,2022,11.9,8644.78715,45.0858,Multiple Observatories
HD 11112 b,HD 11112,HD 11112,Radial Velocity,2022,12.6,2428.48595,44.3804,Multiple Observatories
HD 111591 b,HD 111591,HD 111591,Radial Velocity,2017,12.9,1398.452,114.166,Multiple Observatories
HD 111998 b,HD 111998,HD 111998,Radial Velocity,2016,12.9,1433.4133,33.2237,La Silla Observatory
HD 112640 b,HD 112640,HD 112640,Radial Velocity,2020,12.9,1589.15,323.335,Bohyunsan Optical Astronomical Observatory
HD 114082 b,HD 114082,HD 114082,Radial Velocity,2022,11.209,2542.62726,95.3906,La Silla Observatory
HD 114386 b,HD 114386,HD 114386,Radial Velocity,2003,13.7,362.3262,27.9243,La Silla Observatory
HD 114613 b,HD 114613,HD 114613,Radial Velocity,2014,13.1,113.46531,20.2836,Anglo-Australian Telescope
HD 11505 b,HD 11505,HD 11505,Radial Velocity,2022,12.6,2649.58135,38.9679,Multiple Observatories
HD 115954 b,HD 115954,HD 115954,Radial Velocity,2021,12.6,2634.79749,87.6437,Haute-Provence Observatory
HD 117207 b,HD 117207,HD 117207,Radial Velocity,2004,13.4,612.14058,32.3547,W. M. Keck Observatory
HD 11755 b,HD 11755,HD 11755,Radial Velocity,2015,12.8,1789.3829,235.045,Bohyunsan Optical Astronomical Observatory
HD 117618 b,HD 117618,HD 117618,Radial Velocity,2004,8.59,55.30242,37.7781,Anglo-Australian Telescope
HD 118203 b,HD 118203,HD 118203,Radial Velocity,2005,13.138,886.7457,92.2589,Haute-Provence Observatory
HD 11977 b,HD 11977,HD 11977,Radial Velocity,2005,12.7,2080,67.9331,La Silla Observatory
HD 120084 b,HD 120084,HD 120084,Radial Velocity,2013,12.6,2439.44256,103.044,Okayama Astrophysical Observatory
HD 121504 b,HD 121504,HD 121504,Radial Velocity,2003,13.6,479.9233,41.6592,La Silla Observatory
HD 122562 c,HD 122562,HD 122562,Radial Velocity,2022,10.1,72.85079,53.2528,Multiple Observatories
HD 124330 b,HD 124330,HD 124330,Radial Velocity,2021,14,238.37131,60.1977,Haute-Provence Observatory
HD 12484 b,HD 12484,HD 12484,Radial Velocity,2016,13.2,947.1334,48.3367,Haute-Provence Observatory
HD 125271 b,HD 125271,HD 125271,Radial Velocity,2022,12.4,3514.14627,39.3466,Multiple Observatories
HD 125390 b,HD 125390,HD 125390,Radial Velocity,2019,11.9,9165.5058,153.647,W. M. Keck Observatory
HD 125595 b,HD 125595,HD 125595,Radial Velocity,2009,2.4,6.3566,28.1989,La Silla Observatory
HD 12648 b,HD 12648,HD 12648,Radial Velocity,2015,13.4,622.9468,182.192,Bohyunsan Optical Astronomical Observatory
HD 126525 b,HD 126525,HD 126525,Radial Velocity,2018,10.3,75.32571,37.6506,La Silla Observatory
HD 127506 b,HD 127506,HD 127506,Radial Velocity,2022,5.58,26.61699,22.5279,Multiple Observatories
HD 128356 b,HD 128356,HD 128356,Radial Velocity,2016,13.9,282.8687,26.1548,Multiple Observatories
HD 129445 b,HD 129445,HD 129445,Radial Velocity,2009,13.5,508.507,67.4386,Las Campanas Observatory
HD 130322 b,HD 130322,HD 130322,Radial Velocity,1999,13.7,365.49,31.8766,La Silla Observatory
HD 131496 b,HD 131496,HD 131496,Radial Velocity,2011,13.4,572.094,131.849,W. M. Keck Observatory
HD 13167 b,HD 13167,HD 13167,Radial Velocity,2018,13.1,1052.0173,148.934,W. M. Keck Observatory
HD 13189 b,HD 13189,HD 13189,Radial Velocity,2005,12.4,3480.2385,497.823,Thueringer Landessternwarte Tautenburg
HD 132406 b,HD 132406,HD 132406,Radial Velocity,2007,12.8,1709.9254,70.7832,Haute-Provence Observatory
HD 135872 b,HD 135872,HD 135872,Radial Velocity,2022,12.8,1880.61597,82.4251,Multiple Observatories
HD 136118 b,HD 136118,HD 136118,Radial Velocity,2022,12.3,4174.7703,51.4359,Multiple Observatories
HD 136418 b,HD 136418,HD 136418,Radial Velocity,2009,13.3,680.1562,105.168,W. M. Keck Observatory
HD 136925 b,HD 136925,HD 136925,Radial Velocity,2021,13.9,266.97586,47.874,Multiple Observatories
HD 13724 c,HD 13724,HD 13724,Radial Velocity,2022,8.21,51.25631,43.465,Multiple Observatories
HD 137388 b,HD 137388,HD 137388,Radial Velocity,2011,9.32,63.566,40.4841,La Silla Observatory
HD 13931 b,HD 13931,HD 13931,Radial Velocity,2009,13.3,699.226,47.3963,W. M. Keck Observatory
HD 139357 b,HD 139357,HD 139357,Radial Velocity,2008,12.1,6315.52561,112.09,Thueringer Landessternwarte Tautenburg
HD 1397 b,HD 1397,HD 1397,Transit,2018,11.5,131.89945,79.5702,Transiting Exoplanet Survey Satellite (TESS)
HD 14067 b,HD 14067,HD 14067,Radial Velocity,2014,12.2,5001.77608,142.024,Okayama Astrophysical Observatory
HD 141004 b,HD 141004,HD 141004,Radial Velocity,2021,3.77,13.63484,11.8148,Multiple Observatories
HD 141937 b,HD 141937,HD 141937,Radial Velocity,2002,12.5,3079.7727,33.3622,La Silla Observatory
HD 142415 b,HD 142415,HD 142415,Radial Velocity,2003,13.5,530.7761,35.5318,La Silla Observatory
HD 143105 b,HD 143105,HD 143105,Radial Velocity,2016,13.7,384.5743,46.7789,Haute-Provence Observatory
HD 143361 b,HD 143361,HD 143361,Radial Velocity,2008,13.1,1122.57556,68.5146,Las Campanas Observatory
HD 144899 b,HD 144899,HD 144899,Radial Velocity,2022,4.78,20.42286,115.665,Multiple Observatories
HD 145377 b,HD 145377,HD 145377,Radial Velocity,2008,12.8,1913.3366,53.4884,La Silla Observatory
HD 145457 b,HD 145457,HD 145457,Radial Velocity,2010,13.3,708.7609,135.292,Subaru Telescope
HD 145934 b,HD 145934,HD 145934,Radial Velocity,2015,13.3,762.59821,227.881,W. M. Keck Observatory
HD 14787 b,HD 14787,HD 14787,Radial Velocity,2018,13.7,356.28743,119.137,W. M. Keck Observatory
HD 148156 b,HD 148156,HD 148156,Radial Velocity,2009,13.9,270.144,57.1289,La Silla Observatory
HD 148427 b,HD 148427,HD 148427,Radial Velocity,2009,13.6,413.179,71.3499,Lick Observatory
HD 149026 b,HD 149026,HD 149026,Radial Velocity,2005,8.295,120.7754,75.8643,Subaru Telescope
HD 149143 b,HD 149143,HD 149143,Radial Velocity,2005,13.6,422.7139,73.2801,Haute-Provence Observatory
HD 149806 b,HD 149806,HD 149806,Radial Velocity,2022,12.4,3878.07724,20.2727,Multiple Observatories
HD 150010 b,HD 150010,HD 150010,Radial Velocity,2022,13.3,762.78818,144.49,Bohyunsan Optical Astronomical Observatory
HD 1502 b,HD 1502,HD 1502,Radial Velocity,2011,13.2,874.0325,190.953,W. M. Keck Observatory
HD 150706 b,HD 150706,HD 150706,Radial Velocity,2012,13.2,861.28,28.2697,Haute-Provence Observatory
HD 152079 b,HD 152079,HD 152079,Radial Velocity,2009,13.2,845.74563,87.8888,Las Campanas Observatory
HD 152581 b,HD 152581,HD 152581,Radial Velocity,2011,13.4,594.02427,165.76,W. M. Keck Observatory
HD 153950 b,HD 153950,HD 153950,Radial Velocity,2008,13.2,937.5985,48.4549,La Silla Observatory
HD 154088 b,HD 154088,HD 154088,Radial Velocity,2021,2.46,6.6,18.2692,La Silla Observatory
HD 154345 b,HD 154345,HD 154345,Radial Velocity,2006,13.9,260.6206,18.284,W. M. Keck Observatory
HD 154672 b,HD 154672,HD 154672,Radial Velocity,2008,12.8,1706.7471,63.0484,Las Campanas Observatory
HD 155193 b,HD 155193,HD 155193,Radial Velocity,2021,14,238.37131,57.7995,Haute-Provence Observatory
HD 156411 b,HD 156411,HD 156411,Radial Velocity,2009,14,235.18,56.8655,La Silla Observatory
HD 158038 b,HD 158038,HD 158038,Radial Velocity,2011,13.5,486.2799,94.8625,W. M. Keck Observatory
HD 158996 b,HD 158996,HD 158996,Radial Velocity,2018,12.3,4449.62,283.659,Bohyunsan Optical Astronomical Observatory
HD 161178 b,HD 161178,HD 161178,Radial Velocity,2021,14.1,181.16219,107.188,Okayama Astrophysical Observatory
HD 16175 b,HD 16175,HD 16175,Radial Velocity,2009,12.8,1620.933,59.859,Lick Observatory
HD 162020 b,HD 162020,HD 162020,Radial Velocity,2002,12.5,3127.4472,30.8248,La Silla Observatory
HD 164604 b,HD 164604,HD 164604,Radial Velocity,2009,13.4,635,39.3633,Las Campanas Observatory
HD 165155 b,HD 165155,HD 165155,Radial Velocity,2016,13.2,918.5287,63.3574,Multiple Observatories
HD 1666 b,HD 1666,HD 1666,Radial Velocity,2015,12.7,2040,117.908,Multiple Observatories
HD 166724 b,HD 166724,HD 166724,Radial Velocity,2012,13.1,1121.89,45.1342,La Silla Observatory
HD 167042 b,HD 167042,HD 167042,Radial Velocity,2007,13.5,540.29,49.6633,Lick Observatory
HD 167768 b,HD 167768,HD 167768,Radial Velocity,2022,13.9,270.15415,107.214,Okayama Astrophysical Observatory
HD 168009 b,HD 168009,HD 168009,Radial Velocity,2021,3.05,9.53485,23.3032,Multiple Observatories
HD 168746 b,HD 168746,HD 168746,Radial Velocity,2002,11.1,85.8141,41.5681,La Silla Observatory
HD 168863 b,HD 168863,HD 168863,Radial Velocity,2022,12.7,2146.32971,39.8979,Multiple Observatories
HD 1690 b,HD 1690,HD 1690,Radial Velocity,2010,12.5,2793.7257,752.615,La Silla Observatory
HD 16905 b,HD 16905,HD 16905,Radial Velocity,2022,12.5,2885.45006,39.7401,Multiple Observatories
HD 17092 b,HD 17092,HD 17092,Radial Velocity,2007,12.5,3219.6179,228.422,McDonald Observatory
HD 171028 b,HD 171028,HD 171028,Radial Velocity,2007,13.2,832.7146,111.659,La Silla Observatory
HD 171238 b,HD 171238,HD 171238,Radial Velocity,2009,12.5,2796.88998,44.8113,La Silla Observatory
HD 17156 b,HD 17156,HD 17156,Radial Velocity,2007,12.33,1115.5833,78.0863,Subaru Telescope
HD 173416 b,HD 173416,HD 173416,Radial Velocity,2008,13.2,858.1,132.184,Xinglong Station
HD 174205 b,HD 174205,HD 174205,Radial Velocity,2022,13,1334.87931,234.027,Bohyunsan Optical Astronomical Observatory
HD 175167 b,HD 175167,HD 175167,Radial Velocity,2009,12.7,2161.63039,71.0863,Las Campanas Observatory
HD 175541 b,HD 175541,HD 175541,Radial Velocity,2007,14.1,190.06234,129.603,W. M. Keck Observatory
HD 175607 b,HD 175607,HD 175607,Radial Velocity,2015,2.94,8.98,40.3303,La Silla Observatory
HD 17674 b,HD 17674,HD 17674,Radial Velocity,2017,13.9,276.5121,44.4264,Haute-Provence Observatory
HD 177565 b,HD 177565,HD 177565,Radial Velocity,2017,4,15.1,16.9179,La Silla Observatory
HD 179079 b,HD 179079,HD 179079,Radial Velocity,2008,5.48,25.74423,69.7116,W. M. Keck Observatory
HD 179949 b,HD 179949,HD 179949,Radial Velocity,2000,13.9,291.12,27.4573,Anglo-Australian Telescope
HD 180053 b,HD 180053,HD 180053,Radial Velocity,2018,13.3,697.31902,137.043,W. M. Keck Observatory
HD 18015 b,HD 18015,HD 18015,Radial Velocity,2018,13.1,1010.6994,123.801,W. M. Keck Observatory
HD 180314 b,HD 180314,HD 180314,Radial Velocity,2010,12.1,6397.9179,122.362,Subaru Telescope
HD 181234 b,HD 181234,HD 181234,Radial Velocity,2019,12.5,2981.01296,47.7458,La Silla Observatory
HD 181342 b,HD 181342,HD 181342,Radial Velocity,2009,13.2,807.2882,120.391,W. M. Keck Observatory
HD 181720 b,HD 181720,HD 181720,Radial Velocity,2009,14,127.132,60.2046,La Silla Observatory
HD 183579 b,HD 183579,HD 183579,Transit,2021,3.55,19.7,57.2651,Transiting Exoplanet Survey Satellite (TESS)
HD 187085 b,HD 187085,HD 187085,Radial Velocity,2006,13.9,265.70588,45.8993,Anglo-Australian Telescope
HD 18742 b,HD 18742,HD 18742,Radial Velocity,2011,13.1,1080.622,162.685,W. M. Keck Observatory
HD 188641 b,HD 188641,HD 188641,Radial Velocity,2022,11.9,9262.62856,64.3399,Multiple Observatories
HD 190007 b,HD 190007,HD 190007,Radial Velocity,2020,4.21,16.46,12.7141,Multiple Observatories
HD 190228 b,HD 190228,HD 190228,Radial Velocity,2022,12.8,1726.82637,62.7146,Multiple Observatories
HD 190647 b,HD 190647,HD 190647,Radial Velocity,2007,13.4,630.89255,54.4738,La Silla Observatory
HD 190984 b,HD 190984,HD 190984,Radial Velocity,2009,13.1,985.2,148.187,La Silla Observatory
HD 191806 b,HD 191806,HD 191806,Radial Velocity,2016,12.5,2968.87379,65.6668,Haute-Provence Observatory
HD 192263 b,HD 192263,HD 192263,Radial Velocity,1999,14.2,177.9848,19.6359,La Silla Observatory
HD 192699 b,HD 192699,HD 192699,Radial Velocity,2007,13.4,666.17168,71.8627,Lick Observatory
HD 194490 b,HD 194490,HD 194490,Radial Velocity,2022,12.4,3580.0227,80.2349,Multiple Observatories
HD 19615 b,HD 19615,HD 19615,Radial Velocity,2022,12.6,2701.54146,265.155,Bohyunsan Optical Astronomical Observatory
HD 199509 b,HD 199509,HD 199509,Radial Velocity,2022,7.39,42.86581,24.3056,Multiple Observatories
HD 203030 b,HD 203030,HD 203030,Imaging,2006,14.46,3496.11248,39.2503,Palomar Observatory
HD 20329 b,HD 20329,HD 20329,Transit,2022,1.72,7.42,63.6796,Transiting Exoplanet Survey Satellite (TESS)
HD 203473 b,HD 203473,HD 203473,Radial Velocity,2018,12.6,2479.074,72.6402,W. M. Keck Observatory
HD 2039 b,HD 2039,HD 2039,Radial Velocity,2002,12.7,1999.1507,85.6922,Anglo-Australian Telescope
HD 205158 b,HD 205158,HD 205158,Radial Velocity,2022,13.8,123.42834,86.6159,Multiple Observatories
HD 205739 b,HD 205739,HD 205739,Radial Velocity,2008,13.6,435.41,92.5087,Las Campanas Observatory
HD 206255 b,HD 206255,HD 206255,Radial Velocity,2019,6.47,34.2,75.2363,Las Campanas Observatory
HD 206610 b,HD 206610,HD 206610,Radial Velocity,2009,13.4,647.10188,147.192,W. M. Keck Observatory
HD 207897 b,HD 207897,HD 207897,Transit,2021,2.501,14.4,28.2938,Transiting Exoplanet Survey Satellite (TESS)
HD 208487 b,HD 208487,HD 208487,Radial Velocity,2004,14.2,165.265,45.147,Anglo-Australian Telescope
HD 208527 b,HD 208527,HD 208527,Radial Velocity,2012,12.5,3146.4,312.202,Bohyunsan Optical Astronomical Observatory
HD 20868 b,HD 20868,HD 20868,Radial Velocity,2008,13.7,397.2875,47.7223,La Silla Observatory
HD 208897 b,HD 208897,HD 208897,Radial Velocity,2017,13.6,444.962,67.4872,Multiple Observatories
HD 209458 b,HD 209458,HD 209458,Radial Velocity,1999,15.581,232.0159,48.3016,W. M. Keck Observatory
HD 210193 b,HD 210193,HD 210193,Radial Velocity,2019,14.3,153.1,42.2029,Las Campanas Observatory
HD 210277 b,HD 210277,HD 210277,Radial Velocity,1998,13.6,410.0007,21.2985,W. M. Keck Observatory
HD 210702 b,HD 210702,HD 210702,Radial Velocity,2007,13.4,574.63664,54.1963,Lick Observatory
HD 211403 b,HD 211403,HD 211403,Radial Velocity,2021,12.8,1760.76937,83.0919,Haute-Provence Observatory
HD 211810 b,HD 211810,HD 211810,Radial Velocity,2018,14,212.9461,64.6353,W. M. Keck Observatory
HD 211970 b,HD 211970,HD 211970,Radial Velocity,2019,3.66,13,13.1277,Las Campanas Observatory
HD 212771 b,HD 212771,HD 212771,Radial Velocity,2009,13.3,759.6137,111.155,W. M. Keck Observatory
HD 213472 b,HD 213472,HD 213472,Radial Velocity,2021,13.1,1112.39942,64.4527,Multiple Observatories
HD 213519 b,HD 213519,HD 213519,Radial Velocity,2022,3.05,9.51349,41.0014,Multiple Observatories
HD 21411 b,HD 21411,HD 21411,Radial Velocity,2019,9.52,65.9,29.1328,Las Campanas Observatory
HD 216435 b,HD 216435,HD 216435,Radial Velocity,2002,13.7,400.4,32.9834,Anglo-Australian Telescope
HD 216437 b,HD 216437,HD 216437,Radial Velocity,2002,13.3,706.53609,26.6902,Anglo-Australian Telescope
HD 216536 b,HD 216536,HD 216536,Radial Velocity,2015,13.8,333.7215,376.233,McDonald Observatory
